Descriptif de l'échantillon;;"Erpouvette courbe 60°"
Géométrie;;"Rectangulaire"
Épaisseur;(mm);"4.00"
Largeur;(mm);"10.00"
Longueur;(mm);"45.00"

Tableau de résultats 1
;Numéro d'éprouvette;Vitesse d'essai;Contrainte Maximum ;Allongement max;Module de Young ;Contrainte  à Rupture ;Allongement à rupture
;;(mm/min);(MPa);(%);(MPa);(MPa);(%)
"1";"PETG-30-010824-1";"50.00";"32.68";"21.38";"271.15";"5.97";"24.75"
"2";"PETG-30-010824-2";"50.00";"21.23";"12.56";"275.91";"0.03";"32.05"
"3";"PETG-30-010824-3";"50.00";"28.12";"19.75";"269.44";"0.01";"35.49"
"4";"PETG-30-010824-4";"50.00";"32.99";"22.16";"284.15";"2.91";"26.08"
"5";"PETG-30-010824-5";"50.00";"21.82";"12.31";"286.76";"0.00";"30.68"
"6";"PETG-30-010824-6";"50.00";"34.91";"21.16";"279.78";"0.01";"40.53"
"7";"PETG-30-010824-7";"50.00";"21.74";"12.56";"280.48";"0.00";"29.23"
"Moyenne";"";"50.00";"27.64";"17.41";"278.24";"1.28";"31.26"

Tableau de résultats 2


1;Temps;Déplacement;Force;Contrainte de traction;Déformation de traction (Déplacement)
;(s);(mm);(kN);(MPa);(%)
"";"6.9400";"5.7709";"0.8745";"21.8614";"12.8241"
"";"6.9600";"5.7876";"0.8754";"21.8856";"12.8614"
"";"6.9800";"5.8042";"0.8764";"21.9100";"12.8982"
"";"7.0000";"5.8208";"0.8773";"21.9333";"12.9351"
"";"7.0200";"5.8375";"0.8782";"21.9551";"12.9722"
"";"7.0400";"5.8541";"0.8791";"21.9770";"13.0092"
"";"7.0600";"5.8709";"0.8800";"21.9996";"13.0464"
"";"7.0800";"5.8874";"0.8809";"22.0231";"13.0832"
"";"7.1000";"5.9041";"0.8819";"22.0472";"13.1202"
"";"7.1200";"5.9208";"0.8828";"22.0696";"13.1573"
"";"7.1400";"5.9374";"0.8837";"22.0926";"13.1943"
"";"7.1600";"5.9543";"0.8847";"22.1169";"13.2317"
"";"7.1800";"5.9708";"0.8857";"22.1421";"13.2685"
"";"7.2000";"5.9875";"0.8866";"22.1651";"13.3054"
"";"7.2200";"6.0041";"0.8875";"22.1883";"13.3425"
"";"7.2400";"6.0208";"0.8885";"22.2118";"13.3795"
"";"7.2600";"6.0375";"0.8895";"22.2369";"13.4166"
"";"7.2800";"6.0541";"0.8905";"22.2623";"13.4536"
"";"7.3000";"6.0706";"0.8914";"22.2862";"13.4903"
"";"7.3200";"6.0873";"0.8924";"22.3103";"13.5274"
"";"7.3400";"6.1041";"0.8935";"22.3367";"13.5646"
"";"7.3600";"6.1209";"0.8946";"22.3645";"13.6019"
"";"7.3800";"6.1375";"0.8957";"22.3913";"13.6389"
"";"7.4000";"6.1540";"0.8967";"22.4171";"13.6756"
"";"7.4200";"6.1708";"0.8977";"22.4428";"13.7128"
"";"7.4400";"6.1875";"0.8988";"22.4705";"13.7499"
"";"7.4600";"6.2042";"0.8999";"22.4982";"13.7870"
"";"7.4800";"6.2208";"0.9010";"22.5257";"13.8240"
"";"7.5000";"6.2374";"0.9021";"22.5528";"13.8609"
"";"7.5200";"6.2541";"0.9031";"22.5783";"13.8980"
"";"7.5400";"6.2710";"0.9043";"22.6063";"13.9355"
"";"7.5600";"6.2876";"0.9055";"22.6363";"13.9725"
"";"7.5800";"6.3042";"0.9066";"22.6647";"14.0093"
"";"7.6000";"6.3208";"0.9076";"22.6911";"14.0461"
"";"7.6200";"6.3375";"0.9088";"22.7198";"14.0834"
"";"7.6400";"6.3543";"0.9100";"22.7497";"14.1208"
"";"7.6600";"6.3709";"0.9112";"22.7788";"14.1575"
"";"7.6800";"6.3875";"0.9123";"22.8076";"14.1945"
"";"7.7000";"6.4042";"0.9135";"22.8369";"14.2315"
"";"7.7200";"6.4209";"0.9146";"22.8656";"14.2687"
"";"7.7400";"6.4378";"0.9158";"22.8956";"14.3062"
"";"7.7600";"6.4543";"0.9171";"22.9264";"14.3428"
"";"7.7800";"6.4708";"0.9182";"22.9545";"14.3795"
"";"7.8000";"6.4875";"0.9192";"22.9812";"14.4166"
"";"7.8200";"6.5041";"0.9204";"23.0102";"14.4537"
"";"7.8400";"6.5208";"0.9216";"23.0404";"14.4907"
"";"7.8600";"6.5374";"0.9228";"23.0710";"14.5275"
"";"7.8800";"6.5540";"0.9241";"23.1016";"14.5644"
"";"7.9000";"6.5708";"0.9253";"23.1325";"14.6017"
"";"7.9200";"6.5875";"0.9266";"23.1642";"14.6388"
"";"7.9400";"6.6042";"0.9279";"23.1967";"14.6761"
"";"7.9600";"6.6208";"0.9291";"23.2279";"14.7128"
"";"7.9800";"6.6373";"0.9302";"23.2561";"14.7496"
"";"8.0000";"6.6541";"0.9314";"23.2850";"14.7869"
"";"8.0200";"6.6708";"0.9327";"23.3179";"14.8239"
"";"8.0400";"6.6874";"0.9341";"23.3513";"14.8609"
"";"8.0600";"6.7040";"0.9353";"23.3826";"14.8978"
"";"8.0800";"6.7206";"0.9366";"23.4140";"14.9347"
"";"8.1000";"6.7374";"0.9378";"23.4455";"14.9719"
"";"8.1200";"6.7541";"0.9391";"23.4781";"15.0092"
"";"8.1400";"6.7708";"0.9405";"23.5119";"15.0462"
"";"8.1600";"6.7874";"0.9417";"23.5437";"15.0832"
"";"8.1800";"6.8040";"0.9430";"23.5739";"15.1199"
"";"8.2000";"6.8207";"0.9442";"23.6047";"15.1571"
"";"8.2200";"6.8374";"0.9455";"23.6366";"15.1943"
"";"8.2400";"6.8540";"0.9468";"23.6690";"15.2312"
"";"8.2600";"6.8708";"0.9480";"23.6999";"15.2683"
"";"8.2800";"6.8873";"0.9492";"23.7310";"15.3052"
"";"8.3000";"6.9041";"0.9505";"23.7624";"15.3424"
"";"8.3200";"6.9210";"0.9518";"23.7953";"15.3800"
"";"8.3400";"6.9376";"0.9532";"23.8292";"15.4169"
"";"8.3600";"6.9542";"0.9544";"23.8598";"15.4537"
"";"8.3800";"6.9708";"0.9556";"23.8891";"15.4906"
"";"8.4000";"6.9875";"0.9568";"23.9201";"15.5277"
"";"8.4200";"7.0043";"0.9581";"23.9516";"15.5650"
"";"8.4400";"7.0209";"0.9593";"23.9836";"15.6019"
"";"8.4600";"7.0374";"0.9606";"24.0158";"15.6388"
"";"8.4800";"7.0541";"0.9619";"24.0463";"15.6758"
"";"8.5000";"7.0708";"0.9632";"24.0789";"15.7129"
"";"8.5200";"7.0877";"0.9645";"24.1127";"15.7504"
"";"8.5400";"7.1042";"0.9658";"24.1456";"15.7871"
"";"8.5600";"7.1207";"0.9671";"24.1771";"15.8238"
"";"8.5800";"7.1375";"0.9684";"24.2090";"15.8611"
"";"8.6000";"7.1542";"0.9698";"24.2439";"15.8982"
"";"8.6200";"7.1708";"0.9712";"24.2799";"15.9352"
"";"8.6400";"7.1874";"0.9726";"24.3143";"15.9720"
"";"8.6600";"7.2039";"0.9739";"24.3474";"16.0086"
"";"8.6800";"7.2206";"0.9753";"24.3815";"16.0458"
"";"8.7000";"7.2374";"0.9767";"24.4183";"16.0832"
"";"8.7200";"7.2541";"0.9783";"24.4577";"16.1203"
"";"8.7400";"7.2707";"0.9798";"24.4942";"16.1572"
"";"8.7600";"7.2873";"0.9812";"24.5288";"16.1940"
"";"8.7800";"7.3041";"0.9825";"24.5627";"16.2313"
"";"8.8000";"7.3208";"0.9839";"24.5987";"16.2684"
"";"8.8200";"7.3373";"0.9854";"24.6346";"16.3052"
"";"8.8400";"7.3540";"0.9867";"24.6687";"16.3422"
"";"8.8600";"7.3706";"0.9881";"24.7022";"16.3790"
"";"8.8800";"7.3874";"0.9895";"24.7369";"16.4164"
"";"8.9000";"7.4042";"0.9910";"24.7742";"16.4538"
"";"8.9200";"7.4208";"0.9925";"24.8136";"16.4907"
"";"8.9400";"7.4374";"0.9940";"24.8502";"16.5276"
"";"8.9600";"7.4541";"0.9953";"24.8832";"16.5646"
"";"8.9800";"7.4708";"0.9967";"24.9165";"16.6017"
"";"9.0000";"7.4875";"0.9981";"24.9521";"16.6388"
"";"9.0200";"7.5041";"0.9995";"24.9870";"16.6757"
"";"9.0400";"7.5207";"1.0008";"25.0194";"16.7128"
"";"9.0600";"7.5374";"1.0020";"25.0497";"16.7498"
"";"9.0800";"7.5541";"1.0033";"25.0830";"16.7869"
"";"9.1000";"7.5710";"1.0047";"25.1172";"16.8244"
"";"9.1200";"7.5876";"1.0061";"25.1520";"16.8612"
"";"9.1400";"7.6041";"1.0074";"25.1842";"16.8981"
"";"9.1600";"7.6208";"1.0086";"25.2159";"16.9352"
"";"9.1800";"7.6374";"1.0100";"25.2501";"16.9721"
"";"9.2000";"7.6542";"1.0114";"25.2848";"17.0093"
"";"9.2200";"7.6708";"1.0128";"25.3199";"17.0462"
"";"9.2400";"7.6874";"1.0141";"25.3523";"17.0830"
"";"9.2600";"7.7041";"1.0154";"25.3850";"17.1202"
"";"9.2800";"7.7208";"1.0168";"25.4197";"17.1574"
"";"9.3000";"7.7376";"1.0182";"25.4542";"17.1947"
"";"9.3200";"7.7542";"1.0194";"25.4857";"17.2316"
"";"9.3400";"7.7707";"1.0205";"25.5127";"17.2683"
"";"9.3600";"7.7875";"1.0216";"25.5391";"17.3054"
"";"9.3800";"7.8042";"1.0227";"25.5677";"17.3426"
"";"9.4000";"7.8209";"1.0239";"25.5967";"17.3797"
"";"9.4200";"7.8375";"1.0250";"25.6240";"17.4166"
"";"9.4400";"7.8540";"1.0260";"25.6497";"17.4534"
"";"9.4600";"7.8708";"1.0270";"25.6741";"17.4906"
"";"9.4800";"7.8876";"1.0280";"25.7000";"17.5281"
"";"9.5000";"7.9043";"1.0291";"25.7273";"17.5650"
"";"9.5200";"7.9208";"1.0301";"25.7524";"17.6018"
"";"9.5400";"7.9374";"1.0310";"25.7754";"17.6387"
"";"9.5600";"7.9542";"1.0319";"25.7986";"17.6759"
"";"9.5800";"7.9709";"1.0330";"25.8241";"17.7132"
"";"9.6000";"7.9874";"1.0340";"25.8503";"17.7497"
"";"9.6200";"8.0040";"1.0349";"25.8737";"17.7867"
"";"9.6400";"8.0207";"1.0360";"25.8997";"17.8237"
"";"9.6600";"8.0375";"1.0372";"25.9302";"17.8610"
"";"9.6800";"8.0543";"1.0385";"25.9631";"17.8984"
"";"9.7000";"8.0708";"1.0399";"25.9982";"17.9352"
"";"9.7200";"8.0874";"1.0412";"26.0306";"17.9720"
"";"9.7400";"8.1041";"1.0424";"26.0612";"18.0091"
"";"9.7600";"8.1208";"1.0437";"26.0935";"18.0462"
"";"9.7800";"8.1374";"1.0451";"26.1283";"18.0832"
"";"9.8000";"8.1540";"1.0466";"26.1640";"18.1201"
"";"9.8200";"8.1707";"1.0480";"26.1993";"18.1571"
"";"9.8400";"8.1874";"1.0494";"26.2348";"18.1943"
"";"9.8600";"8.2041";"1.0509";"26.2722";"18.2314"
"";"9.8800";"8.2209";"1.0525";"26.3122";"18.2687"
"";"9.9000";"8.2375";"1.0541";"26.3537";"18.3055"
"";"9.9200";"8.2540";"1.0557";"26.3935";"18.3423"
"";"9.9400";"8.2708";"1.0573";"26.4329";"18.3795"
"";"9.9600";"8.2875";"1.0591";"26.4779";"18.4166"
"";"9.9800";"8.3041";"1.0611";"26.5277";"18.4537"
"";"10.0000";"8.3208";"1.0631";"26.5782";"18.4907"
"";"10.0200";"8.3374";"1.0652";"26.6301";"18.5275"
"";"10.0400";"8.3541";"1.0673";"26.6820";"18.5646"
"";"10.0600";"8.3708";"1.0695";"26.7367";"18.6018"
"";"10.0800";"8.3875";"1.0718";"26.7953";"18.6390"
"";"10.1000";"8.4042";"1.0742";"26.8539";"18.6760"
"";"10.1200";"8.4207";"1.0765";"26.9116";"18.7127"
"";"10.1400";"8.4374";"1.0788";"26.9691";"18.7498"
"";"10.1600";"8.4541";"1.0812";"27.0299";"18.7870"
"";"10.1800";"8.4707";"1.0837";"27.0931";"18.8239"
"";"10.2000";"8.4874";"1.0863";"27.1567";"18.8609"
"";"10.2200";"8.5040";"1.0889";"27.2231";"18.8977"
"";"10.2400";"8.5207";"1.0917";"27.2927";"18.9349"
"";"10.2600";"8.5376";"1.0947";"27.3665";"18.9724"
"";"10.2800";"8.5542";"1.0978";"27.4446";"19.0093"
"";"10.3000";"8.5708";"1.1008";"27.5206";"19.0462"
"";"10.3200";"8.5873";"1.1038";"27.5954";"19.0830"
"";"10.3400";"8.6040";"1.1069";"27.6737";"19.1201"
"";"10.3600";"8.6208";"1.1103";"27.7563";"19.1574"
"";"10.3800";"8.6374";"1.1137";"27.8416";"19.1942"
"";"10.4000";"8.6540";"1.1171";"27.9271";"19.2310"
"";"10.4200";"8.6706";"1.1205";"28.0128";"19.2681"
"";"10.4400";"8.6874";"1.1240";"28.1008";"19.3053"
"";"10.4600";"8.7042";"1.1277";"28.1918";"19.3427"
"";"10.4800";"8.7208";"1.1314";"28.2848";"19.3795"
"";"10.5000";"8.7373";"1.1350";"28.3750";"19.4162"
"";"10.5200";"8.7541";"1.1385";"28.4630";"19.4534"
"";"10.5400";"8.7707";"1.1421";"28.5529";"19.4906"
"";"10.5600";"8.7875";"1.1457";"28.6435";"19.5277"
"";"10.5800";"8.8040";"1.1493";"28.7319";"19.5644"
"";"10.6000";"8.8206";"1.1527";"28.8186";"19.6013"
"";"10.6200";"8.8374";"1.1562";"28.9058";"19.6386"
"";"10.6400";"8.8541";"1.1599";"28.9974";"19.6758"
"";"10.6600";"8.8708";"1.1636";"29.0909";"19.7129"
"";"10.6800";"8.8874";"1.1673";"29.1826";"19.7497"
"";"10.7000";"8.9040";"1.1709";"29.2722";"19.7866"
"";"10.7200";"8.9208";"1.1745";"29.3636";"19.8241"
"";"10.7400";"8.9375";"1.1783";"29.4586";"19.8612"
"";"10.7600";"8.9541";"1.1822";"29.5538";"19.8980"
"";"10.7800";"8.9707";"1.1859";"29.6466";"19.9349"
"";"10.8000";"8.9873";"1.1896";"29.7392";"19.9718"
"";"10.8200";"9.0041";"1.1933";"29.8331";"20.0091"
"";"10.8400";"9.0209";"1.1972";"29.9294";"20.0464"
"";"10.8600";"9.0375";"1.2011";"30.0284";"20.0833"
"";"10.8800";"9.0541";"1.2050";"30.1259";"20.1202"
"";"10.9000";"9.0708";"1.2088";"30.2208";"20.1572"
"";"10.9200";"9.0875";"1.2127";"30.3173";"20.1944"
"";"10.9400";"9.1042";"1.2165";"30.4137";"20.2315"
"";"10.9600";"9.1207";"1.2204";"30.5097";"20.2683"
"";"10.9800";"9.1374";"1.2242";"30.6044";"20.3054"
"";"11.0000";"9.1541";"1.2279";"30.6981";"20.3424"
"";"11.0200";"9.1708";"1.2317";"30.7935";"20.3795"
"";"11.0400";"9.1876";"1.2357";"30.8917";"20.4169"
"";"11.0600";"9.2042";"1.2396";"30.9905";"20.4538"
"";"11.0800";"9.2208";"1.2434";"31.0848";"20.4906"
"";"11.1000";"9.2374";"1.2470";"31.1760";"20.5276"
"";"11.1200";"9.2541";"1.2507";"31.2684";"20.5646"
"";"11.1400";"9.2708";"1.2545";"31.3619";"20.6018"
"";"11.1600";"9.2874";"1.2582";"31.4546";"20.6387"
"";"11.1800";"9.3040";"1.2619";"31.5465";"20.6756"
"";"11.2000";"9.3207";"1.2655";"31.6370";"20.7126"
"";"11.2200";"9.3374";"1.2692";"31.7289";"20.7498"
"";"11.2400";"9.3542";"1.2728";"31.8203";"20.7871"
"";"11.2600";"9.3708";"1.2763";"31.9079";"20.8240"
"";"11.2800";"9.3873";"1.2796";"31.9909";"20.8607"
"";"11.3000";"9.4040";"1.2828";"32.0705";"20.8979"
"";"11.3200";"9.4208";"1.2860";"32.1492";"20.9350"
"";"11.3400";"9.4374";"1.2890";"32.2262";"20.9721"
"";"11.3600";"9.4541";"1.2919";"32.2964";"21.0090"
"";"11.3800";"9.4706";"1.2944";"32.3606";"21.0459"
"";"11.4000";"9.4874";"1.2968";"32.4203";"21.0831"
"";"11.4200";"9.5042";"1.2990";"32.4762";"21.1204"
"";"11.4400";"9.5208";"1.3011";"32.5267";"21.1574"
"";"11.4600";"9.5374";"1.3028";"32.5696";"21.1942"
"";"11.4800";"9.5539";"1.3041";"32.6037";"21.2310"
"";"11.5000";"9.5707";"1.3053";"32.6320";"21.2683"
"";"11.5200";"9.5875";"1.3063";"32.6577";"21.3056"
"";"11.5400";"9.6041";"1.3070";"32.6760";"21.3424"
"";"11.5600";"9.6207";"1.3073";"32.6832";"21.3794"
"";"11.5800";"9.6374";"1.3071";"32.6779";"21.4164"
"";"11.6000";"9.6542";"1.3064";"32.6604";"21.4537"
"";"11.6200";"9.6711";"1.3052";"32.6294";"21.4913"
"";"11.6400";"9.6876";"1.3033";"32.5814";"21.5281"
"";"11.6600";"9.7042";"1.3004";"32.5100";"21.5649"
"";"11.6800";"9.7209";"1.2965";"32.4127";"21.6020"
"";"11.7000";"9.7376";"1.2917";"32.2916";"21.6392"
"";"11.7200";"9.7544";"1.2859";"32.1485";"21.6763"
"";"11.7400";"9.7709";"1.2791";"31.9784";"21.7130"
"";"11.7600";"9.7875";"1.2710";"31.7738";"21.7499"
"";"11.7800";"9.8042";"1.2611";"31.5277";"21.7871"
"";"11.8000";"9.8209";"1.2494";"31.2362";"21.8243"
"";"11.8200";"9.8377";"1.2354";"30.8838";"21.8616"
"";"11.8400";"9.8543";"1.2178";"30.4450";"21.8985"
"";"11.8600";"9.8709";"1.1965";"29.9116";"21.9354"
"";"11.8800";"9.8877";"1.1692";"29.2298";"21.9727"
"";"11.9000";"9.9043";"1.1304";"28.2607";"22.0097"
"";"11.9200";"9.9211";"1.0568";"26.4193";"22.0469"
"";"11.9400";"9.9378";"0.9437";"23.5928";"22.0841"
"";"11.9600";"9.9545";"0.8510";"21.2762";"22.1211"
"";"11.9800";"9.9712";"0.7982";"19.9557";"22.1583"
"";"12.0000";"9.9879";"0.7720";"19.2996";"22.1953"
"";"12.0200";"10.0045";"0.7578";"18.9460";"22.2322"
"";"12.0400";"10.0211";"0.7484";"18.7108";"22.2691"
"";"12.0600";"10.0376";"0.7414";"18.5340";"22.3058"
"";"12.0800";"10.0543";"0.7360";"18.4002";"22.3429"
"";"12.1000";"10.0710";"0.7320";"18.3009";"22.3800"
"";"12.1200";"10.0876";"0.7290";"18.2255";"22.4169"
"";"12.1400";"10.1043";"0.7265";"18.1625";"22.4540"
"";"12.1600";"10.1209";"0.7242";"18.1050";"22.4908"
"";"12.1800";"10.1376";"0.7220";"18.0496";"22.5280"
"";"12.2000";"10.1544";"0.7198";"17.9949";"22.5654"
"";"12.2200";"10.1710";"0.7174";"17.9339";"22.6023"
"";"12.2400";"10.1876";"0.7142";"17.8561";"22.6392"
"";"12.2600";"10.2042";"0.7105";"17.7623";"22.6760"
"";"12.2800";"10.2209";"0.7063";"17.6574";"22.7132"
"";"12.3000";"10.2377";"0.7016";"17.5411";"22.7505"
"";"12.3200";"10.2543";"0.6965";"17.4135";"22.7873"
"";"12.3400";"10.2709";"0.6910";"17.2746";"22.8243"
"";"12.3600";"10.2876";"0.6850";"17.1246";"22.8613"
"";"12.3800";"10.3043";"0.6786";"16.9643";"22.8985"
"";"12.4000";"10.3212";"0.6717";"16.7935";"22.9360"
"";"12.4200";"10.3377";"0.6642";"16.6060";"22.9727"
"";"12.4400";"10.3542";"0.6554";"16.3855";"23.0094"
"";"12.4600";"10.3709";"0.6454";"16.1354";"23.0465"
"";"12.4800";"10.3876";"0.6345";"15.8621";"23.0835"
"";"12.5000";"10.4043";"0.6232";"15.5789";"23.1208"
"";"12.5200";"10.4209";"0.6118";"15.2950";"23.1575"
"";"12.5400";"10.4374";"0.6005";"15.0136";"23.1942"
"";"12.5600";"10.4542";"0.5894";"14.7362";"23.2315"
"";"12.5800";"10.4709";"0.5787";"14.4666";"23.2688"
"";"12.6000";"10.4877";"0.5683";"14.2066";"23.3060"
"";"12.6200";"10.5042";"0.5583";"13.9568";"23.3427"
"";"12.6400";"10.5207";"0.5487";"13.7165";"23.3794"
"";"12.6600";"10.5375";"0.5393";"13.4829";"23.4167"
"";"12.6800";"10.5542";"0.5305";"13.2637";"23.4537"
"";"12.7000";"10.5708";"0.5225";"13.0633";"23.4907"
"";"12.7200";"10.5875";"0.5151";"12.8778";"23.5277"
"";"12.7400";"10.6040";"0.5081";"12.7035";"23.5645"
"";"12.7600";"10.6208";"0.5014";"12.5346";"23.6017"
"";"12.7800";"10.6376";"0.4944";"12.3593";"23.6391"
"";"12.8000";"10.6543";"0.4864";"12.1597";"23.6761"
"";"12.8200";"10.6708";"0.4778";"11.9451";"23.7129"
"";"12.8400";"10.6874";"0.4692";"11.7293";"23.7499"
"";"12.8600";"10.7042";"0.4608";"11.5210";"23.7871"
"";"12.8800";"10.7209";"0.4527";"11.3185";"23.8243"
"";"12.9000";"10.7375";"0.4447";"11.1173";"23.8612"
"";"12.9200";"10.7542";"0.4365";"10.9114";"23.8982"
"";"12.9400";"10.7708";"0.4285";"10.7124";"23.9352"
"";"12.9600";"10.7875";"0.4210";"10.5238";"23.9722"
"";"12.9800";"10.8044";"0.4135";"10.3369";"24.0098"
"";"13.0000";"10.8211";"0.4055";"10.1386";"24.0468"
"";"13.0200";"10.8377";"0.3970";"9.9255";"24.0837"
"";"13.0400";"10.8543";"0.3882";"9.7049";"24.1207"
"";"13.0600";"10.8710";"0.3796";"9.4912";"24.1577"
"";"13.0800";"10.8878";"0.3717";"9.2926";"24.1951"
"";"13.1000";"10.9044";"0.3642";"9.1049";"24.2319"
"";"13.1200";"10.9209";"0.3570";"8.9239";"24.2687"
"";"13.1400";"10.9376";"0.3500";"8.7511";"24.3058"
"";"13.1600";"10.9544";"0.3435";"8.5867";"24.3430"
"";"13.1800";"10.9712";"0.3371";"8.4264";"24.3805"
"";"13.2000";"10.9878";"0.3305";"8.2634";"24.4173"
"";"13.2200";"11.0042";"0.3236";"8.0903";"24.4539"
"";"13.2400";"11.0210";"0.3163";"7.9078";"24.4910"
"";"13.2600";"11.0375";"0.3087";"7.7165";"24.5279"
"";"13.2800";"11.0543";"0.3002";"7.5050";"24.5650"
"";"13.3000";"11.0709";"0.2904";"7.2589";"24.6019"
"";"13.3200";"11.0874";"0.2790";"6.9744";"24.6387"
"";"13.3400";"11.1042";"0.2663";"6.6572";"24.6761"
"";"13.3600";"11.1210";"0.2526";"6.3144";"24.7134"
"";"13.3800";"11.1377";"0.2389";"5.9713";"24.7505"
"";"13.4000";"11.1543";"0.2260";"5.6491";"24.7872"
"";"13.4200";"11.1708";"0.2131";"5.3276";"24.8240"
"";"13.4400";"11.1876";"0.1924";"4.8110";"24.8614"
"";"13.4600";"11.2044";"0.1630";"4.0744";"24.8986"
"";"13.4750";"11.2168";"0.1452";"3.6290";"24.9263"
2;Temps;Déplacement;Force;Contrainte de traction;Déformation de traction (Déplacement)
;(s);(mm);(kN);(MPa);(%)
"";"0.0000";"0.0000";"0.0001";"0.0031";"0.0000"
"";"0.0200";"0.0049";"0.0001";"0.0036";"0.0108"
"";"0.0400";"0.0217";"0.0003";"0.0070";"0.0483"
"";"0.0600";"0.0391";"0.0004";"0.0097";"0.0869"
"";"0.0800";"0.0557";"0.0006";"0.0143";"0.1237"
"";"0.1000";"0.0722";"0.0015";"0.0371";"0.1604"
"";"0.1200";"0.0885";"0.0031";"0.0778";"0.1968"
"";"0.1400";"0.1052";"0.0050";"0.1242";"0.2338"
"";"0.1600";"0.1218";"0.0068";"0.1694";"0.2707"
"";"0.1800";"0.1384";"0.0083";"0.2082";"0.3076"
"";"0.2000";"0.1549";"0.0097";"0.2426";"0.3443"
"";"0.2200";"0.1714";"0.0110";"0.2746";"0.3809"
"";"0.2400";"0.1881";"0.0123";"0.3063";"0.4180"
"";"0.2600";"0.2047";"0.0136";"0.3392";"0.4549"
"";"0.2800";"0.2212";"0.0149";"0.3720";"0.4916"
"";"0.3000";"0.2378";"0.0163";"0.4086";"0.5285"
"";"0.3200";"0.2543";"0.0183";"0.4570";"0.5652"
"";"0.3400";"0.2711";"0.0208";"0.5195";"0.6024"
"";"0.3600";"0.2880";"0.0236";"0.5888";"0.6399"
"";"0.3800";"0.3045";"0.0264";"0.6609";"0.6767"
"";"0.4000";"0.3211";"0.0293";"0.7325";"0.7136"
"";"0.4200";"0.3377";"0.0322";"0.8038";"0.7504"
"";"0.4400";"0.3544";"0.0350";"0.8744";"0.7874"
"";"0.4600";"0.3711";"0.0378";"0.9458";"0.8247"
"";"0.4800";"0.3876";"0.0407";"1.0166";"0.8614"
"";"0.5000";"0.4042";"0.0435";"1.0873";"0.8982"
"";"0.5200";"0.4208";"0.0464";"1.1591";"0.9352"
"";"0.5400";"0.4375";"0.0493";"1.2318";"0.9723"
"";"0.5600";"0.4544";"0.0522";"1.3057";"1.0097"
"";"0.5800";"0.4709";"0.0552";"1.3801";"1.0465"
"";"0.6000";"0.4875";"0.0582";"1.4546";"1.0833"
"";"0.6200";"0.5042";"0.0611";"1.5285";"1.1205"
"";"0.6400";"0.5208";"0.0641";"1.6031";"1.1574"
"";"0.6600";"0.5376";"0.0672";"1.6792";"1.1948"
"";"0.6800";"0.5542";"0.0702";"1.7555";"1.2316"
"";"0.7000";"0.5708";"0.0734";"1.8350";"1.2684"
"";"0.7200";"0.5875";"0.0767";"1.9173";"1.3056"
"";"0.7400";"0.6042";"0.0800";"2.0005";"1.3428"
"";"0.7600";"0.6211";"0.0834";"2.0847";"1.3801"
"";"0.7800";"0.6376";"0.0867";"2.1682";"1.4170"
"";"0.8000";"0.6542";"0.0901";"2.2527";"1.4537"
"";"0.8200";"0.6709";"0.0936";"2.3391";"1.4909"
"";"0.8400";"0.6876";"0.0970";"2.4260";"1.5280"
"";"0.8600";"0.7043";"0.1005";"2.5121";"1.5651"
"";"0.8800";"0.7209";"0.1039";"2.5975";"1.6021"
"";"0.9000";"0.7375";"0.1073";"2.6834";"1.6388"
"";"0.9200";"0.7542";"0.1108";"2.7690";"1.6761"
"";"0.9400";"0.7711";"0.1142";"2.8552";"1.7136"
"";"0.9600";"0.7877";"0.1177";"2.9429";"1.7505"
"";"0.9800";"0.8043";"0.1212";"3.0296";"1.7873"
"";"1.0000";"0.8208";"0.1246";"3.1158";"1.8241"
"";"1.0200";"0.8376";"0.1281";"3.2027";"1.8613"
"";"1.0400";"0.8544";"0.1316";"3.2906";"1.8986"
"";"1.0600";"0.8709";"0.1351";"3.3785";"1.9353"
"";"1.0800";"0.8875";"0.1387";"3.4673";"1.9722"
"";"1.1000";"0.9042";"0.1422";"3.5556";"2.0092"
"";"1.1200";"0.9209";"0.1457";"3.6430";"2.0464"
"";"1.1400";"0.9377";"0.1493";"3.7318";"2.0838"
"";"1.1600";"0.9542";"0.1529";"3.8214";"2.1204"
"";"1.1800";"0.9707";"0.1565";"3.9116";"2.1572"
"";"1.2000";"0.9875";"0.1601";"4.0014";"2.1944"
"";"1.2200";"1.0041";"0.1637";"4.0914";"2.2313"
"";"1.2400";"1.0208";"0.1673";"4.1825";"2.2685"
"";"1.2600";"1.0374";"0.1709";"4.2732";"2.3052"
"";"1.2800";"1.0540";"0.1746";"4.3639";"2.3422"
"";"1.3000";"1.0708";"0.1783";"4.4566";"2.3796"
"";"1.3200";"1.0875";"0.1820";"4.5490";"2.4167"
"";"1.3400";"1.1044";"0.1857";"4.6420";"2.4541"
"";"1.3600";"1.1209";"0.1895";"4.7363";"2.4909"
"";"1.3800";"1.1375";"0.1932";"4.8291";"2.5277"
"";"1.4000";"1.1542";"0.1969";"4.9215";"2.5649"
"";"1.4200";"1.1708";"0.2006";"5.0140";"2.6018"
"";"1.4400";"1.1875";"0.2043";"5.1074";"2.6390"
"";"1.4600";"1.2042";"0.2081";"5.2014";"2.6760"
"";"1.4800";"1.2208";"0.2118";"5.2949";"2.7129"
